refcode	metal	total_charge	spin_multiplicity	elem_nr	m_ox	d_elec	CN	geometry	rel_m
SIBLIZ	Ni	1	1	28	2	8	4	Square planar	0.955
VOPCIM	Ni	0	1	28	2	8	4	Square planar	0.956
ZZZTMK03	Ni	0	1	28	2	8	4	Square planar	0.936
LOHMUS	Ni	0	1	28	2	8	4	Square planar	0.95
TARWIU	Ni	0	1	28	2	8	4	Square planar	0.956
XUKHOC	Ni	0	1	28	2	8	4	Square planar	0.931
BAZSUR	Ni	0	1	28	2	8	4	Square planar	0.921
ISIPUV	Ni	0	1	28	2	8	4	Square planar	0.903
CNITSC	Ni	2	1	28	2	8	4	Square planar	0.945
HOPCEU	Ni	2	1	28	2	8	4	Square planar	0.939
KIJXAC01	Ni	0	1	28	2	8	4	Square planar	0.942
BABPAX	Ni	-2	1	28	2	8	4	Square planar	0.923
HAHHII	Ni	0	1	28	2	8	4	Square planar	0.945
HIQLUR	Ni	0	1	28	2	8	4	Square planar	0.952
RIPQAL	Ni	0	1	28	2	8	4	Square planar	0.947
QEWGOR	Ni	0	1	28	2	8	4	Square planar	0.939
KISKED	Ni	1	1	28	2	8	4	Square planar	0.952
LIGBUA	Ni	0	1	28	2	8	4	Square planar	0.933
SILCIZ	Ni	0	1	28	2	8	4	Square planar	0.942
ROFXAO	Ni	0	1	28	2	8	4	Square planar	0.949
SUXTEL	Ni	1	1	28	2	8	4	Square planar	0.927
MAGGEK	Ni	0	1	28	2	8	4	Square planar	0.92
SOSVAX	Ni	0	1	28	2	8	4	Square planar	0.934
HERTII	Ni	2	1	28	2	8	4	Square planar	0.933
ITITOU	Ni	0	1	28	2	8	4	Square planar	0.921
UMUBAF	Ni	1	1	28	2	8	4	Square planar	0.931
HUBLEW	Ni	-1	1	28	2	8	4	Square planar	0.928
UQAREK	Ni	0	1	28	2	8	4	Square planar	0.969
QOSTAT	Ni	2	1	28	2	8	4	Square planar	0.977
XAWVEX	Ni	0	1	28	2	8	4	Square planar	0.968
YABPEW	Ni	0	1	28	2	8	4	Square planar	0.947
MTACNI	Ni	0	1	28	2	8	4	Square planar	0.932
YAPGUS	Ni	0	1	28	2	8	4	Square planar	0.935
HOTRIS	Ni	0	1	28	2	8	4	Square planar	0.912
ROLXIZ	Ni	1	1	28	2	8	4	Square planar	0.899
EXOCEA	Ni	0	1	28	2	8	4	Square planar	0.915
LEZQUC	Ni	2	1	28	2	8	4	Square planar	0.937
YULMUP	Ni	0	1	28	2	8	4	Square planar	0.952
KIBBED	Ni	1	1	28	2	8	4	Square planar	0.911
WAQVIT	Ni	0	1	28	2	8	4	Square planar	0.894
WIYCUF	Ni	0	1	28	2	8	4	Square planar	0.895
DOMMUO	Ni	0	1	28	2	8	4	Square planar	0.924
NEYVUI	Ni	0	1	28	2	8	4	Square planar	0.949
CEQSEW	Ni	0	1	28	2	8	4	Square planar	0.884
BIBDOG	Ni	-1	1	28	2	8	4	Square planar	0.897
VIJVIT	Ni	-2	1	28	2	8	4	Square planar	0.923
CECKEB	Ni	-2	1	28	2	8	4	Square planar	0.902
PEQMEE	Ni	-2	1	28	2	8	4	Square planar	0.91
ERIQIG	Ni	-2	1	28	2	8	4	Square planar	0.91
CAMRAM	Ni	-2	1	28	2	8	4	Square planar	0.924
LAMLOC	Ni	-2	1	28	2	8	4	Square planar	0.919
IPEPNI	Ni	0	1	28	2	8	4	Square planar	0.918
EXUKEP	Ni	-2	1	28	2	8	4	Square planar	0.942
NIDTHC11	Ni	0	1	28	2	8	4	Square planar	0.935
GOQYUG	Ni	0	1	28	2	8	4	Square planar	0.942
CEBZIS	Ni	-2	1	28	2	8	4	Square planar	0.915
TEPCUM	Ni	0	1	28	2	8	4	Square planar	0.926
ASENIA	Ni	-2	1	28	2	8	4	Square planar	0.953
DOMMEY	Ni	0	1	28	2	8	4	Square planar	0.934
QIMXUI	Ni	-2	1	28	2	8	4	Square planar	0.884
JUGHAU	Ni	-2	1	28	2	8	4	Square planar	0.879
KOBYOQ	Ni	0	1	28	2	8	4	Square planar	0.913
MIVGIH	Ni	-2	3	28	2	8	4	Tetrahedral	0.961
GIFFOS	Ni	-1	3	28	2	8	4	Tetrahedral	0.972
DIDMEK	Ni	-1	3	28	2	8	4	Tetrahedral	0.944
AHABER	Ni	0	3	28	2	8	4	Tetrahedral	1.004
MEHKOA	Ni	-2	3	28	2	8	4	Tetrahedral	0.985
OBOKAR	Ni	0	3	28	2	8	4	Tetrahedral	1.007
VEXXIH	Ni	0	3	28	2	8	4	Tetrahedral	0.99
XOXSUA	Ni	-1	3	28	2	8	4	Tetrahedral	1.006
FIFDUU	Ni	0	3	28	2	8	4	Tetrahedral	0.99
FOGQOI	Ni	0	3	28	2	8	4	Tetrahedral	0.975
NOPTES	Ni	0	3	28	2	8	4	Tetrahedral	0.969
BAJWOZ	Ni	0	3	28	2	8	4	Tetrahedral	0.991
MAJCAC	Ni	0	3	28	2	8	4	Tetrahedral	0.948
YOJQEU	Ni	0	3	28	2	8	4	Tetrahedral	0.965
YOJQIY	Ni	0	3	28	2	8	4	Tetrahedral	0.952
PIVDAB	Ni	1	3	28	2	8	4	Tetrahedral	1.037
AHABIV	Ni	0	3	28	2	8	4	Tetrahedral	1.032
NEZBIG	Ni	-2	3	28	2	8	4	Tetrahedral	1.009
SAHHAN	Ni	-1	3	28	2	8	4	Tetrahedral	1.008
AZIDIY	Ni	-1	3	28	2	8	4	Tetrahedral	1.012
DIDMAG	Ni	-1	3	28	2	8	4	Tetrahedral	0.98
PARSOR	Ni	0	3	28	2	8	4	Tetrahedral	1.023
XARGON	Ni	0	3	28	2	8	4	Tetrahedral	0.996
BUBLEQ	Ni	0	3	28	2	8	4	Tetrahedral	0.975
PATQEG	Ni	0	3	28	2	8	4	Tetrahedral	0.981
SIZMUL	Ni	0	3	28	2	8	4	Tetrahedral	1.019
OEPHNI	Ni	0	3	28	2	8	4	Tetrahedral	0.985
LAMXAA	Ni	0	3	28	2	8	4	Tetrahedral	1.01
UXOBEQ	Ni	0	3	28	2	8	4	Tetrahedral	1.011
AHUCUE	Ni	0	3	28	2	8	4	Tetrahedral	1.013
XADCOV	Ni	0	3	28	2	8	4	Tetrahedral	1.003
JAPTAV	Ni	0	3	28	2	8	4	Tetrahedral	0.972
XIMROB	Ni	0	3	28	2	8	4	Tetrahedral	0.996
XIMYUO	Ni	0	3	28	2	8	4	Tetrahedral	0.971
TOLZUQ	Ni	0	3	28	2	8	4	Tetrahedral	1.007
ETAKIT	Ni	-2	3	28	2	8	4	Tetrahedral	0.977
OLOZAR	Ni	0	3	28	2	8	4	Tetrahedral	1.0
FUNHUS	Ni	-1	3	28	2	8	4	Tetrahedral	1.016
IZOJIS	Ni	0	3	28	2	8	4	Tetrahedral	1.048
UXOHAS02	Ni	0	3	28	2	8	4	Tetrahedral	1.027
JIYYIA	Ni	0	3	28	2	8	4	Tetrahedral	1.006
ISALNI	Ni	0	3	28	2	8	4	Tetrahedral	1.006
MUFXIU	Ni	0	3	28	2	8	4	Tetrahedral	1.003
VUTSUY	Ni	0	3	28	2	8	4	Tetrahedral	0.999
KULBUO	Ni	0	3	28	2	8	4	Tetrahedral	0.993
XOTGOC	Ni	0	3	28	2	8	4	Tetrahedral	1.018
LONGAW	Ni	0	3	28	2	8	4	Tetrahedral	1.023
LONGEA	Ni	0	3	28	2	8	4	Tetrahedral	1.028
CUVGOP01	Ni	-2	3	28	2	8	4	Tetrahedral	1.005
XIXTAA	Ni	0	3	28	2	8	4	Tetrahedral	0.981
KOBYIK	Ni	0	3	28	2	8	4	Tetrahedral	0.968
MAXGIC	Ni	0	1	28	2	8	5	Square pyramidal	0.977
ELAKOR	Ni	0	1	28	2	8	5	Square pyramidal	1.018
BOKZEH	Ni	0	3	28	2	8	5	Square pyramidal	1.056
GITYOY	Ni	0	3	28	2	8	5	Square pyramidal	1.112
LUYMAU	Ni	0	3	28	2	8	5	Square pyramidal	1.069
KUBHIZ	Ni	0	3	28	2	8	5	Square pyramidal	1.065
LUZXEL	Ni	0	3	28	2	8	5	Square pyramidal	1.053
DEDROU	Ni	0	3	28	2	8	5	Square pyramidal	1.065
GEZGIE	Ni	0	3	28	2	8	5	Square pyramidal	1.067
CORHUN	Ni	0	3	28	2	8	5	Square pyramidal	1.048
ENUSEN	Ni	0	1	28	2	8	5	Square pyramidal	1.052
WABZAC	Ni	0	1	28	2	8	5	Square pyramidal	1.003
FISGAS	Ni	1	3	28	2	8	5	Square pyramidal	1.132
QOMLOU	Ni	0	3	28	2	8	5	Square pyramidal	1.085
HUWTIF	Ni	2	1	28	2	8	5	Square pyramidal	0.957
MUMPAL	Ni	-1	3	28	2	8	5	Square pyramidal	1.085
HEFGEG	Ni	0	3	28	2	8	5	Square pyramidal	1.087
LEDQUH	Ni	0	3	28	2	8	5	Square pyramidal	1.079
VEWVEZ	Ni	0	3	28	2	8	5	Square pyramidal	1.093
KIDMEQ	Ni	0	3	28	2	8	5	Square pyramidal	1.107
MIJVAE	Ni	0	3	28	2	8	5	Square pyramidal	1.079
CEPFEI	Ni	0	3	28	2	8	5	Square pyramidal	1.053
ZUNDIN	Ni	0	1	28	2	8	5	Square pyramidal	1.008
ILODOD	Ni	1	3	28	2	8	5	Square pyramidal	1.13
MODREE	Ni	0	3	28	2	8	5	Square pyramidal	1.084
TUJWIE	Ni	1	1	28	2	8	5	Square pyramidal	1.032
NUYHOE	Ni	1	1	28	2	8	5	Square pyramidal	0.978
LULDOM	Ni	-3	3	28	2	8	5	Square pyramidal	1.056
TOWCEN	Ni	0	3	28	2	8	5	Square pyramidal	1.091
XOQZOT	Ni	1	3	28	2	8	5	Square pyramidal	1.094
ECEXIU	Ni	0	3	28	2	8	5	Square pyramidal	1.103
PIBPOH	Ni	1	3	28	2	8	5	Square pyramidal	1.081
DOHXED	Ni	1	3	28	2	8	5	Square pyramidal	1.133
BATSIY	Ni	1	3	28	2	8	5	Square pyramidal	1.09
YECSIK	Ni	1	3	28	2	8	5	Square pyramidal	1.063
WIVQOI	Ni	0	3	28	2	8	5	Square pyramidal	1.091
HIMYAD	Ni	0	3	28	2	8	5	Square pyramidal	1.077
GEGBUQ	Ni	0	3	28	2	8	5	Square pyramidal	1.069
KEZRIR	Ni	1	3	28	2	8	5	Square pyramidal	1.09
HIMKOE	Ni	1	3	28	2	8	5	Square pyramidal	1.082
LIXMOX	Ni	0	3	28	2	8	5	Square pyramidal	1.075
LIXMUD	Ni	0	3	28	2	8	5	Square pyramidal	1.073
WELREL	Ni	0	3	28	2	8	5	Square pyramidal	1.119
AACANI11	Ni	0	3	28	2	8	5	Square pyramidal	1.046
NETTOX	Ni	0	3	28	2	8	5	Square pyramidal	1.087
HALBEB	Ni	0	3	28	2	8	5	Square pyramidal	1.087
FOTSIR	Ni	0	3	28	2	8	5	Square pyramidal	1.087
LODBEL	Ni	0	3	28	2	8	5	Square pyramidal	1.06
PEMENI	Ni	1	1	28	2	8	5	Square pyramidal	1.046
UWIPOG	Ni	0	3	28	2	8	5	Square pyramidal	1.102
YUJZAF	Ni	0	1	28	2	8	5	Square pyramidal	1.058
GENQAS	Ni	0	3	28	2	8	5	Square pyramidal	1.078
CAWPOG	Ni	2	1	28	2	8	5	Square pyramidal	1.017
NAMYOQ	Ni	0	3	28	2	8	5	Square pyramidal	1.091
TITRAQ	Ni	0	3	28	2	8	5	Square pyramidal	1.094
XIXTII	Ni	0	3	28	2	8	5	Square pyramidal	1.073
GILZIK	Ni	0	1	28	2	8	5	Square pyramidal	1.007
MEDCUU	Ni	0	1	28	2	8	5	Square pyramidal	0.975
VUDDON	Ni	0	1	28	2	8	5	Square pyramidal	0.997
YADKET	Ni	0	1	28	2	8	5	Square pyramidal	0.998
DUMCUJ	Ni	0	1	28	2	8	5	Square pyramidal	1.015
MAXGOI	Ni	0	1	28	2	8	5	Square pyramidal	0.996
PEXKUB	Ni	0	3	28	2	8	5	Trigonal bipyramidal	1.049
RONREU	Ni	0	3	28	2	8	5	Trigonal bipyramidal	1.053
JAVLOK	Ni	0	3	28	2	8	5	Trigonal bipyramidal	1.048
GEZGEA	Ni	0	3	28	2	8	5	Trigonal bipyramidal	1.063
EWOBUP02	Ni	1	3	28	2	8	5	Trigonal bipyramidal	1.061
HINVUY	Ni	1	1	28	2	8	5	Trigonal bipyramidal	0.937
ENUSAJ	Ni	0	1	28	2	8	5	Trigonal bipyramidal	1.013
MAJWUT	Ni	0	1	28	2	8	5	Trigonal bipyramidal	1.024
KOCNUM	Ni	0	1	28	2	8	5	Trigonal bipyramidal	0.939
RAWPUB	Ni	0	1	28	2	8	5	Trigonal bipyramidal	0.951
LISJEC	Ni	0	1	28	2	8	5	Trigonal bipyramidal	0.972
BAPKEI	Ni	1	1	28	2	8	5	Trigonal bipyramidal	0.969
AHIGOO	Ni	0	1	28	2	8	5	Trigonal bipyramidal	0.947
TOLBEB	Ni	-1	1	28	2	8	5	Trigonal bipyramidal	0.94
AZOCNI16	Ni	1	3	28	2	8	5	Trigonal bipyramidal	1.099
MAZOCT	Ni	0	3	28	2	8	5	Trigonal bipyramidal	1.092
HABRAG	Ni	0	3	28	2	8	5	Trigonal bipyramidal	1.078
YAPZIA	Ni	0	3	28	2	8	5	Trigonal bipyramidal	1.08
AYOYES	Ni	0	3	28	2	8	5	Trigonal bipyramidal	1.07
TUKGUB	Ni	0	3	28	2	8	5	Trigonal bipyramidal	1.078
QIWCUU	Ni	0	1	28	2	8	5	Trigonal bipyramidal	0.992
SIXZAA	Ni	0	1	28	2	8	5	Trigonal bipyramidal	1.007
TIVNUJ	Ni	1	3	28	2	8	5	Trigonal bipyramidal	1.108
HUPLIQ	Ni	1	3	28	2	8	5	Trigonal bipyramidal	1.105
BAJVUE	Ni	0	3	28	2	8	5	Trigonal bipyramidal	1.078
PEHZOU	Ni	0	1	28	2	8	5	Trigonal bipyramidal	0.912
CUHGUK	Ni	0	3	28	2	8	5	Trigonal bipyramidal	1.073
IMETNI01	Ni	1	3	28	2	8	5	Trigonal bipyramidal	1.11
WUPWOU	Ni	2	3	28	2	8	5	Trigonal bipyramidal	1.08
CASLOX	Ni	0	3	28	2	8	5	Trigonal bipyramidal	1.104
RIRCIH	Ni	2	3	28	2	8	5	Trigonal bipyramidal	1.116
RACNIV	Ni	0	3	28	2	8	5	Trigonal bipyramidal	1.086
QETVAM	Ni	0	3	28	2	8	5	Trigonal bipyramidal	1.097
ENUREM	Ni	0	3	28	2	8	5	Trigonal bipyramidal	1.074
SALDNI	Ni	0	3	28	2	8	5	Trigonal bipyramidal	1.074
IVUTEY	Ni	0	3	28	2	8	5	Trigonal bipyramidal	1.098
HAYLOI	Ni	0	3	28	2	8	5	Trigonal bipyramidal	1.067
DUPMUX	Ni	0	3	28	2	8	5	Trigonal bipyramidal	1.102
LALPET	Ni	0	1	28	2	8	5	Trigonal bipyramidal	0.955
LIFVOM	Ni	0	3	28	2	8	5	Trigonal bipyramidal	1.085
UWIPEW	Ni	0	3	28	2	8	5	Trigonal bipyramidal	1.132
ITEXAH	Ni	1	1	28	2	8	5	Trigonal bipyramidal	0.96
ROCDOC	Ni	2	1	28	2	8	5	Trigonal bipyramidal	0.948
TEZKIS	Ni	2	1	28	2	8	5	Trigonal bipyramidal	0.97
MEDCEE	Ni	-1	1	28	2	8	5	Trigonal bipyramidal	0.962
LUWDAI	Ni	0	3	28	2	8	6	Octahedral	1.161
ELUSUB	Ni	0	3	28	2	8	6	Octahedral	1.174
QOJDEZ	Ni	0	3	28	2	8	6	Octahedral	1.098
PANGER	Ni	0	3	28	2	8	6	Octahedral	1.127
FUMKIH	Ni	0	3	28	2	8	6	Octahedral	1.117
INILOI	Ni	0	3	28	2	8	6	Octahedral	1.104
KAHDOP	Ni	0	3	28	2	8	6	Octahedral	1.121
BIHKAE	Ni	0	3	28	2	8	6	Octahedral	1.106
FAZPEE	Ni	0	3	28	2	8	6	Octahedral	1.166
CAGSOV	Ni	1	3	28	2	8	6	Octahedral	1.143
COBGAB	Ni	1	3	28	2	8	6	Octahedral	1.14
LINSOR	Ni	1	3	28	2	8	6	Octahedral	1.121
UFUVUP	Ni	1	3	28	2	8	6	Octahedral	1.116
KAXXIR	Ni	0	3	28	2	8	6	Octahedral	1.162
KOBREZ	Ni	0	3	28	2	8	6	Octahedral	1.138
LUWCUB	Ni	0	3	28	2	8	6	Octahedral	1.16
AFAVIO	Ni	0	3	28	2	8	6	Octahedral	1.121
TUTMAW	Ni	0	3	28	2	8	6	Octahedral	1.119
UCISAA	Ni	0	3	28	2	8	6	Octahedral	1.118
SUVREI	Ni	0	3	28	2	8	6	Octahedral	1.144
FANFAD	Ni	0	3	28	2	8	6	Octahedral	1.124
DUSSAL	Ni	0	3	28	2	8	6	Octahedral	1.103
FEXTUY	Ni	0	3	28	2	8	6	Octahedral	1.113
QAFCEG	Ni	0	3	28	2	8	6	Octahedral	1.106
JODGOZ	Ni	0	3	28	2	8	6	Octahedral	1.122
ATOCOC	Ni	0	3	28	2	8	6	Octahedral	1.126
MTHUNI	Ni	0	3	28	2	8	6	Octahedral	1.142
RIQSAM	Ni	1	3	28	2	8	6	Octahedral	1.143
TUTKEA	Ni	1	3	28	2	8	6	Octahedral	1.115
CPMSNI10	Ni	1	3	28	2	8	6	Octahedral	1.126
QUGQUF	Ni	1	3	28	2	8	6	Octahedral	1.115
NEFQEU	Ni	1	3	28	2	8	6	Octahedral	1.148
AGAMIH	Ni	1	3	28	2	8	6	Octahedral	1.113
TETFON	Ni	1	3	28	2	8	6	Octahedral	1.158
PIGDIS	Ni	1	3	28	2	8	6	Octahedral	1.108
RUHGUW	Ni	0	3	28	2	8	6	Octahedral	1.152
JAZXOX	Ni	0	3	28	2	8	6	Octahedral	1.148
EJUSEK	Ni	1	3	28	2	8	6	Octahedral	1.138
ITOQIS	Ni	0	3	28	2	8	6	Octahedral	1.137
DEFPEJ	Ni	0	3	28	2	8	6	Octahedral	1.106
ABOTNI	Ni	0	3	28	2	8	6	Octahedral	1.106
FAGKEE	Ni	0	3	28	2	8	6	Octahedral	1.151
URIRUL	Ni	0	1	28	2	8	6	Octahedral	1.148
USORUS	Ni	1	3	28	2	8	6	Octahedral	1.121
RETGON	Ni	1	3	28	2	8	6	Octahedral	1.098
PASGIZ	Ni	1	3	28	2	8	6	Octahedral	1.158
XENBIE	Ni	2	3	28	2	8	6	Octahedral	1.093
TIGGEW	Ni	-4	3	28	2	8	6	Octahedral	1.11
MUTVUU	Ni	0	3	28	2	8	6	Octahedral	1.117
FOPJEB	Ni	2	3	28	2	8	6	Octahedral	1.147
RAPJAT	Ni	0	3	28	2	8	6	Octahedral	1.123
TEANIN	Ni	2	3	28	2	8	6	Octahedral	1.137
HOKXAG	Ni	2	3	28	2	8	6	Octahedral	1.138
ZARXAU	Ni	2	3	28	2	8	6	Octahedral	1.119
PEKPAW	Ni	2	3	28	2	8	6	Octahedral	1.135
DOVTUD	Ni	0	3	28	2	8	6	Octahedral	1.122
GOXBAW	Ni	0	3	28	2	8	6	Octahedral	1.137
KOTBAW	Ni	2	3	28	2	8	6	Octahedral	1.144
XEYZEH	Ni	2	3	28	2	8	6	Octahedral	1.148
LUMVEU	Ni	2	3	28	2	8	6	Octahedral	1.132
VIHXAN	Ni	2	3	28	2	8	6	Octahedral	1.129
CIGBUP	Ni	2	3	28	2	8	6	Octahedral	1.127
UWIFOW	Ni	1	3	28	2	8	6	Octahedral	1.145
ZZZRXM01	Ni	1	3	28	2	8	6	Octahedral	1.136
XADMAR	Ni	1	3	28	2	8	6	Octahedral	1.126
CUDKAN	Ni	2	3	28	2	8	6	Octahedral	1.126
IREWEK	Ni	2	3	28	2	8	6	Octahedral	1.065
TUDGII	Ni	2	3	28	2	8	6	Octahedral	1.139
PAZPAI	Ni	2	3	28	2	8	6	Octahedral	1.134
BAVNAN	Ni	2	3	28	2	8	6	Octahedral	1.127
BADHIZ	Ni	0	3	28	2	8	6	Octahedral	1.135
NIHZCH11	Ni	-1	3	28	2	8	6	Octahedral	1.116
SATGOK	Ni	0	3	28	2	8	6	Octahedral	1.119
DUXWAW	Ni	2	3	28	2	8	6	Octahedral	1.122
SITFEG	Ni	0	3	28	2	8	6	Octahedral	1.102
ABEDAN	Ni	2	3	28	2	8	6	Octahedral	1.085
QOQKIQ	Ni	2	3	28	2	8	6	Octahedral	1.117
LOSHOS	Ni	0	3	28	2	8	6	Octahedral	1.13
HIVDAS	Ni	2	3	28	2	8	6	Octahedral	1.135
AENNIN	Ni	2	3	28	2	8	6	Octahedral	1.132
GEDJEE	Ni	0	3	28	2	8	6	Octahedral	1.134
XUWPAH	Ni	0	3	28	2	8	6	Octahedral	1.123
MEHNOC	Ni	0	3	28	2	8	6	Octahedral	1.128
NOQTAP	Ni	0	3	28	2	8	6	Octahedral	1.185
DAGFAT	Ni	0	3	28	2	8	6	Octahedral	1.1
ZOJXOL	Ni	2	3	28	2	8	6	Octahedral	1.112
FEBRAF	Ni	2	3	28	2	8	6	Octahedral	1.102
YELWAN	Ni	2	3	28	2	8	6	Octahedral	1.133
SICCUC	Ni	2	3	28	2	8	6	Octahedral	1.106
ZOZGEA	Ni	2	3	28	2	8	6	Octahedral	1.11
IJOREG	Ni	0	3	28	2	8	6	Octahedral	1.14
BOZJEH	Ni	2	3	28	2	8	6	Octahedral	1.126
KISKIH	Ni	0	3	28	2	8	6	Octahedral	1.13
LIYMAH	Ni	2	3	28	2	8	6	Octahedral	1.117
KEXWIT	Ni	0	3	28	2	8	6	Octahedral	1.108
SOFWIU	Ni	2	3	28	2	8	6	Octahedral	1.113
AGOZUR	Ni	0	3	28	2	8	6	Octahedral	1.119
COFMOC	Ni	2	3	28	2	8	6	Octahedral	1.119
QALDUD	Ni	0	3	28	2	8	6	Octahedral	1.119
ILATEV	Ni	0	3	28	2	8	6	Octahedral	1.108
QAGCEG	Ni	-2	3	28	2	8	6	Octahedral	1.146
QEKFET	Ni	0	3	28	2	8	6	Octahedral	1.128
CIJYID	Ni	2	3	28	2	8	6	Octahedral	1.097
PINBUJ	Ni	2	3	28	2	8	6	Octahedral	1.098
BUXJEJ	Ni	2	3	28	2	8	6	Octahedral	1.078
SEBQAS	Ni	2	3	28	2	8	6	Trigonal prismatic	1.144
EPUTOB	Ni	0	3	28	2	8	7	Pentagonal bipyramidal	1.202
LIYCUU	Ni	2	3	28	2	8	7	Pentagonal bipyramidal	1.196
CEDYAM	Ni	2	3	28	2	8	7	Pentagonal bipyramidal	1.241
KIRFAV	Ni	0	3	28	2	8	7	Pentagonal bipyramidal	1.231
POJHUT	Ni	0	3	28	2	8	7	Pentagonal bipyramidal	1.219
XUQXEO	Ni	0	3	28	2	8	7	Pentagonal bipyramidal	1.227
MUKJOS	Ni	-1	2	28	3	7	4	Square planar	0.982
SIHKEA	Ni	1	2	28	3	7	4	Square planar	0.924
TAGFIR	Ni	-1	2	28	3	7	4	Square planar	0.897
TAGFUD	Ni	-1	2	28	3	7	4	Square planar	0.887
TECRAW	Ni	-1	2	28	3	7	4	Square planar	0.888
WOKCEE	Ni	-1	2	28	3	7	4	Square planar	0.885
EBIXAQ	Ni	-1	2	28	3	7	4	Square planar	0.889
MUKGUU	Ni	-1	2	28	3	7	4	Square planar	0.896
BEXJEW	Ni	-1	2	28	3	7	4	Square planar	0.89
CETXAA	Ni	0	2	28	3	7	5	Square pyramidal	0.943
ORODOP	Ni	0	2	28	3	7	5	Square pyramidal	0.973
KOHMEA	Ni	0	2	28	3	7	5	Square pyramidal	0.973
QOYFEQ	Ni	0	2	28	3	7	5	Square pyramidal	1.021
PAHMUJ	Ni	1	2	28	3	7	5	Square pyramidal	1.07
BINCOR	Ni	0	2	28	3	7	5	Square pyramidal	1.017
HIGVAV	Ni	0	2	28	3	7	5	Square pyramidal	0.994
BUDHEN	Ni	0	2	28	3	7	5	Square pyramidal	1.015
SUBJIL	Ni	0	2	28	3	7	5	Square pyramidal	0.999
WUBGEI	Ni	0	2	28	3	7	5	Square pyramidal	1.03
RUTMAV	Ni	-1	2	28	3	7	5	Trigonal bipyramidal	0.96
YETYOM	Ni	-1	2	28	3	7	5	Trigonal bipyramidal	0.949
QUZWAL	Ni	-1	2	28	3	7	5	Trigonal bipyramidal	0.956
GOHDEN	Ni	-1	2	28	3	7	5	Trigonal bipyramidal	0.961
MEDCAA	Ni	0	2	28	3	7	5	Trigonal bipyramidal	0.95
BIBFEY	Ni	-1	2	28	3	7	5	Trigonal bipyramidal	0.959
BIBDUM	Ni	-1	2	28	3	7	5	Trigonal bipyramidal	0.941
SASPAD	Ni	1	2	28	3	7	6	Octahedral	1.058
QEKCAN	Ni	0	2	28	3	7	6	Octahedral	1.092
DOVMOQ	Ni	0	2	28	3	7	6	Octahedral	1.078
JADGOK	Ni	1	2	28	3	7	6	Octahedral	1.082
ESUYUM	Ni	3	2	28	3	7	6	Octahedral	1.108
LOGKEZ	Ni	1	2	28	3	7	6	Octahedral	1.021
OZEDIH	Ni	3	2	28	3	7	6	Octahedral	1.062
KEVHIC	Ni	-1	2	28	3	7	6	Octahedral	1.017
WABGOW	Ni	0	2	28	3	7	6	Octahedral	0.984
